ensembl_gene_id,hgnc_symbol,description
ENSG00000186847,KRT14,keratin 14 [Source:HGNC Symbol;Acc:HGNC:6416]
ENSG00000186895,FGF3,fibroblast growth factor 3 [Source:HGNC Symbol;Acc:HGNC:3681]
ENSG00000186897,C1QL4,complement C1q like 4 [Source:HGNC Symbol;Acc:HGNC:31416]
ENSG00000187054,TMPRSS11A,transmembrane serine protease 11A [Source:HGNC Symbol;Acc:HGNC:27954]
ENSG00000187122,SLIT1,slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085]
ENSG00000187533,PRR27,proline rich 27 [Source:HGNC Symbol;Acc:HGNC:33193]
ENSG00000187689,AMTN,amelotin [Source:HGNC Symbol;Acc:HGNC:33188]
ENSG00000187772,LIN28B,lin-28 homolog B [Source:HGNC Symbol;Acc:HGNC:32207]
ENSG00000187908,DMBT1,deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]
ENSG00000187922,LCN10,lipocalin 10 [Source:HGNC Symbol;Acc:HGNC:20892]
ENSG00000187957,DNER,delta/notch like EGF repeat containing [Source:HGNC Symbol;Acc:HGNC:24456]
ENSG00000187980,PLA2G2C,phospholipase A2 group IIC [Source:HGNC Symbol;Acc:HGNC:9032]
ENSG00000188100,FAM25A,family with sequence similarity 25 member A [Source:HGNC Symbol;Acc:HGNC:23436]
ENSG00000188162,OTOG,otogelin [Source:HGNC Symbol;Acc:HGNC:8516]
ENSG00000188257,PLA2G2A,phospholipase A2 group IIA [Source:HGNC Symbol;Acc:HGNC:9031]
ENSG00000188536,HBA2,hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]
ENSG00000188763,FZD9,frizzled class receptor 9 [Source:HGNC Symbol;Acc:HGNC:4047]
ENSG00000188869,TMC3,transmembrane channel like 3 [Source:HGNC Symbol;Acc:HGNC:22995]
ENSG00000188910,GJB3,gap junction protein beta 3 [Source:HGNC Symbol;Acc:HGNC:4285]
ENSG00000188984,AADACL3,arylacetamide deacetylase like 3 [Source:HGNC Symbol;Acc:HGNC:32037]
ENSG00000189001,SBSN,suprabasin [Source:HGNC Symbol;Acc:HGNC:24950]
ENSG00000189013,KIR2DL4,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]"
ENSG00000189182,KRT77,keratin 77 [Source:HGNC Symbol;Acc:HGNC:20411]
ENSG00000189229,,novel transcript
ENSG00000189409,MMP23B,matrix metallopeptidase 23B [Source:HGNC Symbol;Acc:HGNC:7171]
ENSG00000189433,GJB4,gap junction protein beta 4 [Source:HGNC Symbol;Acc:HGNC:4286]
ENSG00000196196,HRCT1,histidine rich carboxyl terminus 1 [Source:HGNC Symbol;Acc:HGNC:33872]
ENSG00000196228,SULT1C3,sulfotransferase family 1C member 3 [Source:HGNC Symbol;Acc:HGNC:33543]
ENSG00000196350,ZNF729,zinc finger protein 729 [Source:HGNC Symbol;Acc:HGNC:32464]
ENSG00000196353,CPNE4,copine 4 [Source:HGNC Symbol;Acc:HGNC:2317]
ENSG00000196503,ARL9,ADP ribosylation factor like GTPase 9 [Source:HGNC Symbol;Acc:HGNC:23592]
ENSG00000196553,CCDC196,coiled-coil domain containing 196 [Source:HGNC Symbol;Acc:HGNC:20100]
ENSG00000196611,MMP1,matrix metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:7155]
ENSG00000196666,FAM180B,family with sequence similarity 180 member B [Source:HGNC Symbol;Acc:HGNC:34451]
ENSG00000196747,H2AC13,H2A clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:4725]
ENSG00000196754,S100A2,S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]
ENSG00000196787,H2AC11,H2A clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4737]
ENSG00000196866,H2AC7,H2A clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4729]
ENSG00000197061,H4C3,H4 clustered histone 3 [Source:HGNC Symbol;Acc:HGNC:4787]
ENSG00000197085,NPSR1-AS1,NPSR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:22128]
ENSG00000197106,SLC6A17,solute carrier family 6 member 17 [Source:HGNC Symbol;Acc:HGNC:31399]
ENSG00000197172,MAGEA6,MAGE family member A6 [Source:HGNC Symbol;Acc:HGNC:6804]
ENSG00000197353,LYPD2,LY6/PLAUR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25215]
ENSG00000197444,OGDHL,oxoglutarate dehydrogenase L [Source:HGNC Symbol;Acc:HGNC:25590]
ENSG00000197446,CYP2F1,cytochrome P450 family 2 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:2632]
ENSG00000197520,FAM177B,family with sequence similarity 177 member B [Source:HGNC Symbol;Acc:HGNC:34395]
ENSG00000197561,ELANE,"elastase, neutrophil expressed [Source:HGNC Symbol;Acc:HGNC:3309]"
ENSG00000197582,GPX1P1,glutathione peroxidase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4560]
ENSG00000197632,SERPINB2,serpin family B member 2 [Source:HGNC Symbol;Acc:HGNC:8584]
ENSG00000197766,CFD,complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]
ENSG00000197838,CYP2A13,cytochrome P450 family 2 subfamily A member 13 [Source:HGNC Symbol;Acc:HGNC:2608]
ENSG00000198077,CYP2A7,cytochrome P450 family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2611]
ENSG00000198185,ZNF334,zinc finger protein 334 [Source:HGNC Symbol;Acc:HGNC:15806]
ENSG00000198570,RD3,RD3 regulator of GUCY2D [Source:HGNC Symbol;Acc:HGNC:19689]
ENSG00000198729,PPP1R14C,protein phosphatase 1 regulatory inhibitor subunit 14C [Source:HGNC Symbol;Acc:HGNC:14952]
ENSG00000198732,SMOC1,SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]
ENSG00000198797,BRINP2,BMP/retinoic acid inducible neural specific 2 [Source:HGNC Symbol;Acc:HGNC:13746]
ENSG00000198914,POU3F3,POU class 3 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:9216]
ENSG00000198944,SOWAHA,sosondowah ankyrin repeat domain family member A [Source:HGNC Symbol;Acc:HGNC:27033]
ENSG00000199130,MIR365A,microRNA 365a [Source:HGNC Symbol;Acc:HGNC:33692]
ENSG00000199161,MIR126,microRNA 126 [Source:HGNC Symbol;Acc:HGNC:31508]
ENSG00000199377,RNU5F-1,"RNA, U5F small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10216]"
ENSG00000199472,,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000199594,RNU6-1301P,"RNA, U6 small nuclear 1301, pseudogene [Source:HGNC Symbol;Acc:HGNC:48264]"
ENSG00000199627,RNU6-1010P,"RNA, U6 small nuclear 1010, pseudogene [Source:HGNC Symbol;Acc:HGNC:47973]"
ENSG00000199751,,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000199805,RNU1-134P,"RNA, U1 small nuclear 134, pseudogene [Source:HGNC Symbol;Acc:HGNC:48476]"
ENSG00000199977,,Small nucleolar RNA SNORA73 family [Source:RFAM;Acc:RF00045]
ENSG00000200087,SNORA73B,"small nucleolar RNA, H/ACA box 73B [Source:HGNC Symbol;Acc:HGNC:10116]"
ENSG00000200354,SNORA71D,"small nucleolar RNA, H/ACA box 71D [Source:HGNC Symbol;Acc:HGNC:32657]"
ENSG00000200732,RNU6-194P,"RNA, U6 small nuclear 194, pseudogene [Source:HGNC Symbol;Acc:HGNC:47157]"
ENSG00000200795,RNU4-1,"RNA, U4 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10192]"
ENSG00000200959,SNORA74A,"small nucleolar RNA, H/ACA box 74A [Source:HGNC Symbol;Acc:HGNC:10119]"
ENSG00000201428,RN7SKP71,RN7SK pseudogene 71 [Source:HGNC Symbol;Acc:HGNC:45795]
ENSG00000201533,RN7SKP237,RN7SK pseudogene 237 [Source:HGNC Symbol;Acc:HGNC:45961]
ENSG00000201592,,
ENSG00000201998,SNORA23,"small nucleolar RNA, H/ACA box 23 [Source:HGNC Symbol;Acc:HGNC:32613]"
ENSG00000202360,RN7SKP249,RN7SK pseudogene 249 [Source:HGNC Symbol;Acc:HGNC:45973]
ENSG00000202538,RNU4-2,"RNA, U4 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:10193]"
ENSG00000203523,TAS2R2P,"taste 2 receptor member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:20615]"
ENSG00000203685,STUM,"stum, mechanosensory transduction mediator homolog [Source:HGNC Symbol;Acc:HGNC:30491]"
ENSG00000203688,LINC02487,long intergenic non-protein coding RNA 2487 [Source:HGNC Symbol;Acc:HGNC:53466]
ENSG00000203721,LINC00862,long intergenic non-protein coding RNA 862 [Source:HGNC Symbol;Acc:HGNC:21901]
ENSG00000203729,LINC00272,long intergenic non-protein coding RNA 272 [Source:HGNC Symbol;Acc:HGNC:26898]
ENSG00000203730,TEDDM1,transmembrane epididymal protein 1 [Source:HGNC Symbol;Acc:HGNC:30233]
ENSG00000203812,H2AC18,H2A clustered histone 18 [Source:HGNC Symbol;Acc:HGNC:4736]
ENSG00000203877,RIPPLY2,ripply transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:21390]
ENSG00000203878,CHIAP2,"chitinase, acidic pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44463]"
ENSG00000203971,,novel transcript
ENSG00000204001,LCN8,lipocalin 8 [Source:HGNC Symbol;Acc:HGNC:27038]
ENSG00000204019,CT83,cancer/testis antigen 83 [Source:HGNC Symbol;Acc:HGNC:33494]
ENSG00000204065,TCEAL5,transcription elongation factor A like 5 [Source:HGNC Symbol;Acc:HGNC:22282]
ENSG00000204086,RPA4,replication protein A4 [Source:HGNC Symbol;Acc:HGNC:30305]
ENSG00000204296,TSBP1,testis expressed basic protein 1 [Source:HGNC Symbol;Acc:HGNC:13922]
ENSG00000204446,LINC02872,long intergenic non-protein coding RNA 2872 [Source:HGNC Symbol;Acc:HGNC:33817]
ENSG00000204511,MCCD1,mitochondrial coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:20668]
ENSG00000204544,MUC21,"mucin 21, cell surface associated [Source:HGNC Symbol;Acc:HGNC:21661]"
ENSG00000204610,TRIM15,tripartite motif containing 15 [Source:HGNC Symbol;Acc:HGNC:16284]
ENSG00000204655,MOG,myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]
ENSG00000204710,SPDYC,speedy/RINGO cell cycle regulator family member C [Source:HGNC Symbol;Acc:HGNC:32681]
ENSG00000204779,FOXD4L5,forkhead box D4 like 5 [Source:HGNC Symbol;Acc:HGNC:18522]
ENSG00000204790,,COBW domain containing protein pseudogene
ENSG00000204876,,novel transcript
ENSG00000204983,PRSS1,serine protease 1 [Source:HGNC Symbol;Acc:HGNC:9475]
ENSG00000205002,AARD,alanine and arginine rich domain containing protein [Source:HGNC Symbol;Acc:HGNC:33842]
ENSG00000205076,LGALS7,galectin 7 [Source:HGNC Symbol;Acc:HGNC:6568]
ENSG00000205301,MGAT4D,MGAT4 family member D [Source:HGNC Symbol;Acc:HGNC:43619]
ENSG00000205325,,novel transcript
ENSG00000205334,LINC01460,long intergenic non-protein coding RNA 1460 [Source:HGNC Symbol;Acc:HGNC:50858]
ENSG00000205409,OR52E6,olfactory receptor family 52 subfamily E member 6 [Source:HGNC Symbol;Acc:HGNC:15215]
ENSG00000205424,PCBP3-AS1,PCBP3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40426]
ENSG00000205426,KRT81,keratin 81 [Source:HGNC Symbol;Acc:HGNC:6458]
ENSG00000205682,,novel transcript
ENSG00000205809,KLRC2,killer cell lectin like receptor C2 [Source:HGNC Symbol;Acc:HGNC:6375]
ENSG00000205897,OR7E136P,olfactory receptor family 7 subfamily E member 136 pseudogene [Source:HGNC Symbol;Acc:HGNC:19557]
ENSG00000206014,OR7E161P,olfactory receptor family 7 subfamily E member 161 pseudogene [Source:HGNC Symbol;Acc:HGNC:31234]
ENSG00000206026,SMIM21,small integral membrane protein 21 [Source:HGNC Symbol;Acc:HGNC:27598]
ENSG00000206043,C18orf63,chromosome 18 open reading frame 63 [Source:HGNC Symbol;Acc:HGNC:40037]
ENSG00000206075,SERPINB5,serpin family B member 5 [Source:HGNC Symbol;Acc:HGNC:8949]
ENSG00000206129,,novel transcript
ENSG00000206181,ELOA2,elongin A2 [Source:HGNC Symbol;Acc:HGNC:30771]
ENSG00000206249,,novel transcript
ENSG00000206702,RNU1-11P,"RNA, U1 small nuclear 11, pseudogene [Source:HGNC Symbol;Acc:HGNC:10137]"
ENSG00000206931,RNU6-1042P,"RNA, U6 small nuclear 1042, pseudogene [Source:HGNC Symbol;Acc:HGNC:48005]"
ENSG00000207242,RNU6-1065P,"RNA, U6 small nuclear 1065, pseudogene [Source:HGNC Symbol;Acc:HGNC:48028]"
ENSG00000207258,,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000207296,RNU6-140P,"RNA, U6 small nuclear 140, pseudogene [Source:HGNC Symbol;Acc:HGNC:47103]"
ENSG00000207340,RNVU1-1,"RNA, variant U1 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10133]"
ENSG00000207445,SNORD15B,"small nucleolar RNA, C/D box 15B [Source:HGNC Symbol;Acc:HGNC:16649]"
ENSG00000207493,SNORA46,"small nucleolar RNA, H/ACA box 46 [Source:HGNC Symbol;Acc:HGNC:32639]"
ENSG00000207507,RNU6-9,"RNA, U6 small nuclear 9 [Source:HGNC Symbol;Acc:HGNC:34269]"
ENSG00000207808,MIR27A,microRNA 27a [Source:HGNC Symbol;Acc:HGNC:31613]
ENSG00000207980,MIR23A,microRNA 23a [Source:HGNC Symbol;Acc:HGNC:31605]
ENSG00000207997,MIR644A,microRNA 644a [Source:HGNC Symbol;Acc:HGNC:32900]
ENSG00000208005,MIR503,microRNA 503 [Source:HGNC Symbol;Acc:HGNC:32138]
ENSG00000208017,MIR140,microRNA 140 [Source:HGNC Symbol;Acc:HGNC:31527]
ENSG00000208892,SNORA49,"small nucleolar RNA, H/ACA box 49 [Source:HGNC Symbol;Acc:HGNC:32642]"
ENSG00000211452,DIO1,iodothyronine deiodinase 1 [Source:HGNC Symbol;Acc:HGNC:2883]
ENSG00000211623,IGKV2D-26,immunoglobulin kappa variable 2D-26 [Source:HGNC Symbol;Acc:HGNC:5798]
ENSG00000211648,IGLV1-47,immunoglobulin lambda variable 1-47 [Source:HGNC Symbol;Acc:HGNC:5880]
ENSG00000211657,IGLV3-32,immunoglobulin lambda variable 3-32 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5914]
ENSG00000211888,TRAJ1,T cell receptor alpha joining 1 (non-functional) [Source:HGNC Symbol;Acc:HGNC:12037]
ENSG00000211890,IGHA2,immunoglobulin heavy constant alpha 2 (A2m marker) [Source:HGNC Symbol;Acc:HGNC:5479]
ENSG00000211895,IGHA1,immunoglobulin heavy constant alpha 1 [Source:HGNC Symbol;Acc:HGNC:5478]
ENSG00000211898,IGHD,immunoglobulin heavy constant delta [Source:HGNC Symbol;Acc:HGNC:5480]
ENSG00000212402,SNORA74B,"small nucleolar RNA, H/ACA box 74B [Source:HGNC Symbol;Acc:HGNC:32660]"
ENSG00000212464,SNORA12,"small nucleolar RNA, H/ACA box 12 [Source:HGNC Symbol;Acc:HGNC:32600]"
ENSG00000212939,,novel transcript
ENSG00000213045,,cofilin 1 (non-muscle) (CFL1) pseudogene
ENSG00000213130,EEF1DP5,eukaryotic translation elongation factor 1 delta pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:33524]
ENSG00000213316,LTC4S,leukotriene C4 synthase [Source:HGNC Symbol;Acc:HGNC:6719]
ENSG00000213587,,peptidylprolyl isomerase A (cyclophilin A) (PPIA) pseudogene
ENSG00000213657,RPL31P44,ribosomal protein L31 pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:35523]
ENSG00000213759,UGT2B11,UDP glucuronosyltransferase family 2 member B11 [Source:HGNC Symbol;Acc:HGNC:12545]
ENSG00000213886,UBD,ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]
ENSG00000214107,MAGEB1,MAGE family member B1 [Source:HGNC Symbol;Acc:HGNC:6808]
ENSG00000214318,ATP5MC1P6,ATP synthase membrane subunit c locus 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39509]
ENSG00000214376,VSTM5,V-set and transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:34443]
ENSG00000214381,LINC00488,long intergenic non-protein coding RNA 488 [Source:HGNC Symbol;Acc:HGNC:32675]
ENSG00000214415,GNAT3,G protein subunit alpha transducin 3 [Source:HGNC Symbol;Acc:HGNC:22800]
ENSG00000214429,CYCSP6,CYCS pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:24421]
ENSG00000214617,SLC6A10P,"solute carrier family 6 member 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:11043]"
ENSG00000214651,,"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B, isoform 2 (ATP6V1B2) pseudogene"
ENSG00000214754,,"splicing factor, arginine/serine-rich 2B (SFRS2B) pseudogene"
ENSG00000214797,,novel transcript
ENSG00000214866,DCDC2C,doublecortin domain containing 2C [Source:HGNC Symbol;Acc:HGNC:32696]
ENSG00000214897,PNMA6E,PNMA family member 6E [Source:HGNC Symbol;Acc:HGNC:50767]
ENSG00000214919,,"novel transcript, sense intronic to PLCH1"
ENSG00000215148,PRSS41,serine protease 41 [Source:HGNC Symbol;Acc:HGNC:30715]
ENSG00000215184,RPS12P16,ribosomal protein S12 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36595]
ENSG00000215369,RPL37P3,ribosomal protein L37 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:17238]
ENSG00000216359,,"glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase) (GCNT1) pseudogene"
ENSG00000216588,IGSF23,immunoglobulin superfamily member 23 [Source:HGNC Symbol;Acc:HGNC:40040]
ENSG00000216915,GPR89P,G protein-coupled receptor 89 pseudogene [Source:HGNC Symbol;Acc:HGNC:13951]
ENSG00000217236,SP9,Sp9 transcription factor [Source:HGNC Symbol;Acc:HGNC:30690]
ENSG00000217275,,ribosomal protein S10 (RPS10) pseudogene
ENSG00000217447,,MAD2 mitotic arrest deficient-like 1 (yeast) (MAD2L1) pseudogene
ENSG00000217482,HMGB1P17,high mobility group box 1 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:39099]
ENSG00000217862,H4C10P,"H4 clustered histone 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:4786]"
ENSG00000218020,THAP12P5,THAP domain containing 12 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39569]
ENSG00000218565,,"DnaJ (Hsp40) homolog, subfamily C, member 7 (DNAJC7) pseudogene"
ENSG00000218690,H2AC10P,"H2A clustered histone 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:4732]"
ENSG00000220702,,novel transcript
ENSG00000220842,RPL21P16,ribosomal protein L21 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:31396]
ENSG00000220891,,uncharacterized LOC648691 [Source:NCBI gene (formerly Entrezgene);Acc:648691]
ENSG00000221275,MIR548I2,microRNA 548i-2 [Source:HGNC Symbol;Acc:HGNC:35353]
ENSG00000221540,MIR1180,microRNA 1180 [Source:HGNC Symbol;Acc:HGNC:35261]
ENSG00000221937,TAS2R40,taste 2 receptor member 40 [Source:HGNC Symbol;Acc:HGNC:18885]
ENSG00000221957,KIR2DS4,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]"
ENSG00000221962,TMEM14EP,"transmembrane protein 14E, pseudogene [Source:HGNC Symbol;Acc:HGNC:34386]"
ENSG00000222317,RNA5SP118,"RNA, 5S ribosomal pseudogene 118 [Source:HGNC Symbol;Acc:HGNC:42916]"
ENSG00000222449,RNU6-1140P,"RNA, U6 small nuclear 1140, pseudogene [Source:HGNC Symbol;Acc:HGNC:48103]"
ENSG00000223138,RNA5SP450,"RNA, 5S ribosomal pseudogene 450 [Source:HGNC Symbol;Acc:HGNC:43350]"
ENSG00000223409,RPL17P17,ribosomal protein L17 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:35515]
ENSG00000223523,,"novel transcript, overlapping DIRC1"
ENSG00000223553,SMPD4P1,sphingomyelin phosphodiesterase 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39673]
ENSG00000223564,CYP4F32P,"cytochrome P450 family 4 subfamily F member 32, pseudogene [Source:HGNC Symbol;Acc:HGNC:39951]"
ENSG00000223669,,novel transcript
ENSG00000223770,CACNA2D1-AS1,CACNA2D1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40120]
ENSG00000223774,,novel transcript
ENSG00000223784,LINP1,lncRNA in non-homologous end joining pathway 1 [Source:HGNC Symbol;Acc:HGNC:53170]
ENSG00000223823,LINC01342,long intergenic non-protein coding RNA 1342 [Source:HGNC Symbol;Acc:HGNC:50551]
ENSG00000223863,LINC01805,long intergenic non-protein coding RNA 1805 [Source:HGNC Symbol;Acc:HGNC:52597]
ENSG00000223876,RPS27P1,ribosomal protein S27 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23740]
ENSG00000223941,LINC01014,long intergenic non-protein coding RNA 1014 [Source:HGNC Symbol;Acc:HGNC:41353]
ENSG00000224153,LINC02054,long intergenic non-protein coding RNA 2054 [Source:HGNC Symbol;Acc:HGNC:52894]
ENSG00000224223,VSTM2A-OT1,VSTM2A overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:50770]
ENSG00000224255,PDCL3P6,PDCL3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:44507]
ENSG00000224318,CHL1-AS2,CHL1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40147]
ENSG00000224371,,novel transcript
ENSG00000224387,,novel transcript
ENSG00000224593,,ribosomal protein L21 (RPL21) pseudogene
ENSG00000224604,,"tubulin, beta 2C (TUBB2C) pseudogene"
ENSG00000224661,,novel transcript
ENSG00000224717,LEMD1-DT,LEMD1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27631]
ENSG00000224758,LINC01167,long intergenic non-protein coding RNA 1167 [Source:HGNC Symbol;Acc:HGNC:49536]
ENSG00000224807,DUX4L9,double homeobox 4 like 9 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33855]
ENSG00000224817,,novel transcript
ENSG00000224853,LINC00393,long intergenic non-protein coding RNA 393 [Source:HGNC Symbol;Acc:HGNC:42721]
ENSG00000224854,CDKN2A-DT,CDKN2A divergent transcript [Source:HGNC Symbol;Acc:HGNC:23831]
ENSG00000224887,NFYCP2,NFYC pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54924]
ENSG00000224920,TACC1P1,transforming acidic coiled-coil containing protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44974]
ENSG00000225107,,novel transcript
ENSG00000225243,,"novel transcript, antisense to FMO2"
ENSG00000225255,PSLNR,prostate enriched lncRNA [Source:HGNC Symbol;Acc:HGNC:54405]
ENSG00000225298,LINC00113,long intergenic non-protein coding RNA 113 [Source:HGNC Symbol;Acc:HGNC:1264]
ENSG00000225398,PGM5P4,phosphoglucomutase 5 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49605]
ENSG00000225438,KRT41P,keratin 41 pseudogene [Source:HGNC Symbol;Acc:HGNC:6457]
ENSG00000225522,,novel pseudogene
ENSG00000225542,ZNF385D-AS1,ZNF385D antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41136]
ENSG00000225639,PGAM1P2,phosphoglycerate mutase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42449]
ENSG00000225670,CADM3-AS1,CADM3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40812]
ENSG00000225698,IGHV3-72,immunoglobulin heavy variable 3-72 [Source:HGNC Symbol;Acc:HGNC:5622]
ENSG00000225703,,novel transcript
ENSG00000225802,WARS1P1,tryptophanyl-tRNA synthetase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50482]
ENSG00000225833,,uncharacterized LOC104798195 [Source:NCBI gene (formerly Entrezgene);Acc:104798195]
ENSG00000225867,,novel transcript
ENSG00000225882,LINC01456,long intergenic non-protein coding RNA 1456 [Source:HGNC Symbol;Acc:HGNC:50846]
ENSG00000225937,PCA3,prostate cancer associated 3 [Source:HGNC Symbol;Acc:HGNC:8637]
ENSG00000225972,MTND1P23,MT-ND1 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:42092]
ENSG00000226005,LINC02660,long intergenic non-protein coding RNA 2660 [Source:HGNC Symbol;Acc:HGNC:54146]
ENSG00000226022,,novel transcript
ENSG00000226025,,galectin 14 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:400696]
ENSG00000226080,RPL6P4,ribosomal protein L6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36344]
ENSG00000226133,LINC02794,long intergenic non-protein coding RNA 2794 [Source:HGNC Symbol;Acc:HGNC:54318]
ENSG00000226358,KRT8P38,keratin 8 pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:39872]
ENSG00000226453,LINC02542,long intergenic non-protein coding RNA 2542 [Source:HGNC Symbol;Acc:HGNC:53576]
ENSG00000226476,LINC01748,long intergenic non-protein coding RNA 1748 [Source:HGNC Symbol;Acc:HGNC:52535]
ENSG00000226482,ADIPOQ-AS1,ADIPOQ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40648]
ENSG00000226533,BTBD9-AS1,BTBD9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40959]
ENSG00000226580,RPL39P40,ribosomal protein L39 pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:35823]
ENSG00000226636,,tetratricopeptide repeat domain 14 (TTC14) pseudogene
ENSG00000226668,,"pseudogene similar to family with sequence similarity 75, member A1"
ENSG00000226871,,novel transcript
ENSG00000227019,OR7E101P,olfactory receptor family 7 subfamily E member 101 pseudogene [Source:HGNC Symbol;Acc:HGNC:15342]
ENSG00000227036,LINC00511,long intergenic non-protein coding RNA 511 [Source:HGNC Symbol;Acc:HGNC:43564]
ENSG00000227128,LBX1-AS1,LBX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48678]
ENSG00000227186,,novel transcript
ENSG00000227234,SPANXB1,SPANX family member B1 [Source:HGNC Symbol;Acc:HGNC:14329]
ENSG00000227265,GXYLT1P7,GXYLT1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:54735]
ENSG00000227279,,"novel transcript, antisense to CDH2"
ENSG00000227475,,novel transcript
ENSG00000227521,TUBB4BP8,TUBB4B pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:55021]
ENSG00000227579,,novel transcript
ENSG00000227588,CNTN4-AS2,CNTN4 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:39986]
ENSG00000227659,CLYBL-AS2,CLYBL antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:39894]
ENSG00000227683,,novel transcript
ENSG00000227863,,novel transcript
ENSG00000228033,,novel transcript
ENSG00000228036,HSPD1P9,heat shock protein family D (Hsp60) member 1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:35132]
ENSG00000228058,LINC01736,long intergenic non-protein coding RNA 1736 [Source:HGNC Symbol;Acc:HGNC:52524]
ENSG00000228162,,novel transcript
